Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wharawhara Water Stn,1567,B75581,-37.57227,175.86206,132,H,N/A
Tauranga Aero Aws,1615,B76624,-37.673,176.196,4,G,Metservice
Whakamarama,1617,B76701,-37.73206,176.00218,255,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.


Statistics codes in this query are:
Code,Description,Units
00,Total Rainfall,Mm
02,Mean Air Temperature,Celsius
17,Mean Daily Global Radiation,Mj/Sq M
35,Total Priestley-Taylor Potential Evapo-Transpiration,Mm
66,Mean Deficit Of Soil Moisture (Wbal Awc=150mm),Mm
Note: Statistics calculations are based on Local Time.
DAY OF EXTR gives the Local-Time day for a Monthly Extreme.
Stats: Monthly
Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr,
1567,Feb-2012,00,130.8,-,
1567,Feb-2012,66,63.4,-,
1567,Mar-2012,00,282.6,-,
1567,Mar-2012,66,19.7,-,
1567,Apr-2012,00,59.0,-,
1567,Apr-2012,66,22.3,-,
1567,May-2012,00,119.8,-,
1567,May-2012,66,13.1,-,
1567,Jun-2012,00,103.8,-,
1567,Jun-2012,66,2.2,-,
1567,Jul-2012,00,454.9,-,
1567,Jul-2012,66,2.2,-,
1567,Aug-2012,00,346.7,-,
1567,Aug-2012,66,1.4,-,
1567,Sep-2012,00,194.2,-,
1567,Sep-2012,66,2.3,-,
1567,Oct-2012,00,127.3,-,
1567,Oct-2012,66,5.4,-,
1567,Nov-2012,00,71.3,-,
1567,Nov-2012,66,36.8,-,
1567,Dec-2012,00,297.8,-,
1567,Dec-2012,66,26.2,-,
1567,Jan-2013,00,4.0,-,
1567,Jan-2013,66,77.0,-,
1567,Feb-2013,00,22.0,-,
1567,Feb-2013,66,130.0,-,
1567,Mar-2013,00,60.5,-,
1567,Mar-2013,66,126.8,-,
1567,Apr-2013,00,204.3,-,
1567,Apr-2013,66,51.0,-,
1567,May-2013,00,212.7,-,
1567,May-2013,66,1.4,-,
1567,Jun-2013,00,284.7,-,
1567,Jun-2013,66,1.5,-,
1567,Jul-2013,00,43.2,-,
1567,Jul-2013,66,2.3,-,
1567,Aug-2013,00,298.2,-,
1567,Aug-2013,66,1.5,-,
1567,Oct-2013,00,74.0,-,
1567,Nov-2013,00,263.4,-,
1567,Dec-2013,00,285.9,-,
1567,Dec-2013,66,33.2,-,
1567,Jan-2014,00,104.6,-,
1567,Feb-2014,00,204.0,-,
1567,Mar-2014,00,109.3,-,
1567,Mar-2014,66,47.7,-,
1567,Apr-2014,00,220.5,-,
1567,Apr-2014,66,19.9,-,
1567,May-2014,00,68.9,-,
1567,May-2014,66,2.3,-,
1567,Jun-2014,00,367.4,-,
1567,Jun-2014,66,1.4,-,
1567,Jul-2014,00,219.0,-,
1567,Jul-2014,66,1.2,-,
1567,Aug-2014,00,176.2,-,
1567,Aug-2014,66,3.5,-,
1567,Sep-2014,00,232.6,-,
1567,Sep-2014,66,6.4,-,
1567,Oct-2014,00,101.2,-,
1567,Oct-2014,66,10.4,-,
1567,Nov-2014,00,125.6,-,
1567,Nov-2014,66,14.2,-,
1567,Dec-2014,00,253.2,-,
1567,Dec-2014,66,36.5,-,
1567,Jan-2015,00,20.2,-,
1567,Jan-2015,66,103.3,-,
1567,Feb-2015,00,78.0,-,
1567,Feb-2015,66,116.9,-,
1567,Mar-2015,00,174.4,-,
1567,Mar-2015,66,45.0,-,
1567,Apr-2015,00,195.2,-,
1567,Apr-2015,66,3.7,-,
1567,May-2015,00,192.0,-,
1567,May-2015,66,2.1,-,
1567,Jun-2015,00,96.9,-,
1567,Jun-2015,66,1.6,-,
1567,Jul-2015,00,164.7,-,
1567,Jul-2015,66,1.3,-,
1567,Aug-2015,00,564.3,-,
1567,Aug-2015,66,1.5,-,
1567,Sep-2015,00,210.8,-,
1567,Sep-2015,66,2.0,-,
1567,Oct-2015,00,75.4,-,
1567,Oct-2015,66,18.2,-,
1567,Nov-2015,00,188.0,-,
1567,Nov-2015,66,16.2,-,
1567,Dec-2015,00,118.5,-,
1567,Dec-2015,66,18.8,-,
1567,Jan-2016,00,212.0,-,
1567,Jan-2016,66,15.3,-,
1567,Feb-2016,00,363.1,-,
1567,Feb-2016,66,15.9,-,
1567,Mar-2016,00,269.4,-,
1567,Mar-2016,66,11.4,-,
1567,Apr-2016,00,136.7,-,
1567,Apr-2016,66,10.5,-,
1567,May-2016,00,181.7,-,
1567,May-2016,66,8.1,-,
1567,Jun-2016,00,345.6,-,
1567,Jun-2016,66,1.5,-,
1567,Jul-2016,00,296.8,-,
1567,Jul-2016,66,1.1,-,
1567,Aug-2016,00,148.6,-,
1567,Aug-2016,66,4.3,-,
1567,Sep-2016,00,356.2,-,
1567,Sep-2016,66,2.1,-,
1567,Oct-2016,00,125.8,-,
1567,Oct-2016,66,9.0,-,
1567,Nov-2016,00,120.5,-,
1567,Nov-2016,66,15.5,-,
1567,Dec-2016,00,51.0,-,
1567,Dec-2016,66,59.9,-,
1567,Jan-2017,00,98.6,-,
1567,Jan-2017,66,88.3,-,
1567,Feb-2017,00,146.0,-,
1567,Feb-2017,66,87.9,-,
1567,Mar-2017,00,573.0,-,
1567,Mar-2017,66,12.9,-,
1567,Apr-2017,00,703.0,-,
1567,Apr-2017,66,6.5,-,
1567,May-2017,00,219.3,-,
1567,May-2017,66,3.1,-,
1567,Jun-2017,00,206.5,-,
1567,Jun-2017,66,1.1,-,
1567,Jul-2017,00,459.5,-,
1567,Jul-2017,66,1.3,-,
1567,Aug-2017,00,269.0,-,
1567,Aug-2017,66,1.4,-,
1615,Jun-1990,00,145.4,-,
1615,Jun-1990,02,10.1,-,
1615,Jun-1990,17,10.3,-,
1615,Jul-1990,00,158.0,-,
1615,Jul-1990,02,10.6,-,
1615,Jul-1990,17,10.0,-,
1615,Jul-1990,66,0.8,-,
1615,Aug-1990,00,178.8,-,
1615,Aug-1990,02,11.3,-,
1615,Aug-1990,17,11.3,-,
1615,Aug-1990,66,1.1,-,
1615,Sep-1990,00,59.6,-,
1615,Sep-1990,02,11.3,-,
1615,Sep-1990,17,18.3,-,
1615,Sep-1990,66,14.7,-,
1615,Oct-1990,00,122.0,-,
1615,Oct-1990,02,14.8,-,
1615,Oct-1990,66,5.7,-,
1615,Nov-1990,00,92.7,-,
1615,Nov-1990,02,16.0,-,
1615,Nov-1990,66,12.1,-,
1615,Dec-1990,00,22.2,-,
1615,Dec-1990,02,18.5,-,
1615,Dec-1990,66,71.6,-,
1615,Jan-1991,00,63.0,-,
1615,Jan-1991,02,19.1,-,
1615,Jan-1991,66,120.2,-,
1615,Feb-1991,00,95.6,-,
1615,Feb-1991,02,19.8,-,
1615,Feb-1991,66,86.7,-,
1615,Mar-1991,00,58.4,-,
1615,Mar-1991,02,17.2,-,
1615,Mar-1991,17,17.8,-,
1615,Mar-1991,66,87.7,-,
1615,Apr-1991,00,122.0,-,
1615,Apr-1991,02,14.6,-,
1615,Apr-1991,17,11.5,-,
1615,Apr-1991,66,69.8,-,
1615,May-1991,00,43.6,-,
1615,May-1991,66,11.0,-,
1615,Jun-1991,00,105.2,-,
1615,Jun-1991,66,10.2,-,
1615,Jul-1991,00,102.0,-,
1615,Jul-1991,02,9.1,-,
1615,Jul-1991,17,7.7,-,
1615,Jul-1991,66,0.8,-,
1615,Aug-1991,00,129.0,-,
1615,Aug-1991,02,11.6,-,
1615,Aug-1991,17,9.2,-,
1615,Aug-1991,66,1.2,-,
1615,Sep-1991,00,187.2,-,
1615,Sep-1991,02,12.2,-,
1615,Sep-1991,17,13.3,-,
1615,Sep-1991,66,3.5,-,
1615,Oct-1991,00,75.8,-,
1615,Oct-1991,02,13.2,-,
1615,Oct-1991,17,19.2,-,
1615,Oct-1991,66,14.3,-,
1615,Nov-1991,00,55.0,-,
1615,Nov-1991,02,14.4,-,
1615,Nov-1991,17,21.0,-,
1615,Nov-1991,35,107.7,-,
1615,Nov-1991,66,22.2,-,
1615,Dec-1991,00,42.0,-,
1615,Dec-1991,02,17.0,-,
1615,Dec-1991,17,24.0,-,
1615,Dec-1991,35,141.0,-,
1615,Dec-1991,66,98.4,-,
1615,Jan-1992,00,167.4,-,
1615,Jan-1992,02,18.5,-,
1615,Jan-1992,17,22.9,-,
1615,Jan-1992,35,142.2,-,
1615,Jan-1992,66,64.0,-,
1615,Feb-1992,00,68.4,-,
1615,Feb-1992,02,18.9,-,
1615,Feb-1992,17,20.2,-,
1615,Feb-1992,35,112.3,-,
1615,Feb-1992,66,44.0,-,
1615,Mar-1992,00,47.2,-,
1615,Mar-1992,02,16.5,-,
1615,Mar-1992,17,17.4,-,
1615,Mar-1992,35,87.6,-,
1615,Mar-1992,66,81.3,-,
1615,Apr-1992,00,52.4,-,
1615,Apr-1992,02,13.1,-,
1615,Apr-1992,17,13.2,-,
1615,Apr-1992,35,46.4,-,
1615,Apr-1992,66,89.8,-,
1615,May-1992,00,108.2,-,
1615,May-1992,02,11.3,-,
1615,May-1992,17,7.8,-,
1615,May-1992,35,17.0,-,
1615,May-1992,66,41.7,-,
1615,Jun-1992,00,104.0,-,
1615,Jun-1992,02,9.8,-,
1615,Jun-1992,17,7.2,-,
1615,Jun-1992,35,7.7,-,
1615,Jun-1992,66,4.0,-,
1615,Jul-1992,00,124.6,-,
1615,Jul-1992,02,10.7,-,
1615,Jul-1992,17,7.1,-,
1615,Jul-1992,35,11.9,-,
1615,Jul-1992,66,2.6,-,
1615,Aug-1992,00,128.0,-,
1615,Aug-1992,02,10.0,-,
1615,Aug-1992,17,9.8,-,
1615,Aug-1992,35,27.0,-,
1615,Aug-1992,66,1.8,-,
1615,Sep-1992,00,97.0,-,
1615,Sep-1992,02,10.7,-,
1615,Sep-1992,17,13.7,-,
1615,Sep-1992,35,51.9,-,
1615,Sep-1992,66,4.5,-,
1615,Oct-1992,00,139.6,-,
1615,Oct-1992,02,12.5,-,
1615,Oct-1992,17,16.5,-,
1615,Oct-1992,35,78.9,-,
1615,Oct-1992,66,9.3,-,
1615,Nov-1992,00,43.8,-,
1615,Nov-1992,02,16.2,-,
1615,Nov-1992,17,20.6,-,
1615,Nov-1992,35,112.5,-,
1615,Nov-1992,66,43.5,-,
1615,Dec-1992,00,189.4,-,
1615,Dec-1992,02,17.2,-,
1615,Dec-1992,17,21.8,-,
1615,Dec-1992,35,131.7,-,
1615,Dec-1992,66,29.6,-,
1615,Jan-1993,00,13.8,-,
1615,Jan-1993,02,18.8,-,
1615,Jan-1993,17,25.6,-,
1615,Jan-1993,66,109.6,-,
1615,Feb-1993,00,71.8,-,
1615,Feb-1993,02,18.5,-,
1615,Feb-1993,17,20.1,-,
1615,Feb-1993,35,103.9,-,
1615,Feb-1993,66,122.2,-,
1615,Mar-1993,00,77.0,-,
1615,Mar-1993,02,16.6,-,
1615,Mar-1993,17,17.2,-,
1615,Mar-1993,35,88.4,-,
1615,Mar-1993,66,98.9,-,
1615,Apr-1993,00,65.8,-,
1615,Apr-1993,02,14.1,-,
1615,Apr-1993,17,12.2,-,
1615,Apr-1993,35,45.8,-,
1615,Apr-1993,66,102.1,-,
1615,May-1993,00,50.2,-,
1615,May-1993,02,12.5,-,
1615,May-1993,17,8.5,-,
1615,May-1993,35,21.2,-,
1615,May-1993,66,63.1,-,
1615,Jun-1993,00,125.2,-,
1615,Jun-1993,02,11.3,-,
1615,Jun-1993,17,6.7,-,
1615,Jun-1993,35,9.3,-,
1615,Jun-1993,66,8.8,-,
1615,Jul-1993,00,32.6,-,
1615,Jul-1993,02,9.2,-,
1615,Jul-1993,17,7.2,-,
1615,Jul-1993,35,10.1,-,
1615,Jul-1993,66,2.5,-,
1615,Aug-1993,00,85.4,-,
1615,Aug-1993,02,9.9,-,
1615,Aug-1993,17,9.7,-,
1615,Aug-1993,35,25.4,-,
1615,Aug-1993,66,4.2,-,
1615,Sep-1993,00,38.2,-,
1615,Sep-1993,02,10.7,-,
1615,Sep-1993,17,13.2,-,
1615,Sep-1993,35,48.2,-,
1615,Sep-1993,66,29.1,-,
1615,Oct-1993,00,21.7,-,
1615,Oct-1993,02,14.1,-,
1615,Oct-1993,17,18.8,-,
1615,Oct-1993,35,92.3,-,
1615,Oct-1993,66,85.4,-,
1615,Nov-1993,00,84.4,-,
1615,Nov-1993,02,14.4,-,
1615,Nov-1993,17,20.5,-,
1615,Nov-1993,35,105.1,-,
1615,Nov-1993,66,100.5,-,
1615,Dec-1993,00,63.0,-,
1615,Dec-1993,02,16.8,-,
1615,Dec-1993,17,22.4,-,
1615,Dec-1993,35,131.0,-,
1615,Dec-1993,66,113.6,-,
1615,Jan-1994,00,53.8,-,
1615,Jan-1994,02,19.7,-,
1615,Jan-1994,17,23.8,-,
1615,Jan-1994,35,152.0,-,
1615,Jan-1994,66,119.7,-,
1615,Feb-1994,00,138.8,-,
1615,Feb-1994,02,19.5,-,
1615,Feb-1994,17,21.6,-,
1615,Feb-1994,35,119.1,-,
1615,Feb-1994,66,90.5,-,
1615,Mar-1994,00,48.2,-,
1615,Mar-1994,02,16.4,-,
1615,Mar-1994,17,18.6,-,
1615,Mar-1994,35,93.6,-,
1615,Mar-1994,66,84.1,-,
1615,Apr-1994,00,128.6,-,
1615,Apr-1994,02,15.1,-,
1615,Apr-1994,17,11.8,-,
1615,Apr-1994,35,47.4,-,
1615,Apr-1994,66,45.0,-,
1615,May-1994,00,45.6,-,
1615,May-1994,02,13.6,-,
1615,May-1994,17,8.2,-,
1615,May-1994,35,20.9,-,
1615,May-1994,66,34.9,-,
1615,Jun-1994,00,95.4,-,
1615,Jun-1994,02,9.8,-,
1615,Jun-1994,17,6.7,-,
1615,Jun-1994,35,8.1,-,
1615,Jun-1994,66,12.9,-,
1615,Jul-1994,00,170.0,-,
1615,Jul-1994,02,10.1,-,
1615,Jul-1994,17,7.3,-,
1615,Jul-1994,66,0.7,-,
1615,Aug-1994,00,112.2,-,
1615,Aug-1994,02,10.1,-,
1615,Aug-1994,17,10.0,-,
1615,Aug-1994,66,2.1,-,
1615,Sep-1994,00,125.0,-,
1615,Sep-1994,02,11.1,-,
1615,Sep-1994,17,12.0,-,
1615,Sep-1994,35,45.8,-,
1615,Sep-1994,66,12.0,-,
1615,Oct-1994,00,135.2,-,
1615,Oct-1994,02,13.0,-,
1615,Oct-1994,17,16.9,-,
1615,Oct-1994,35,80.4,-,
1615,Oct-1994,66,8.3,-,
1615,Nov-1994,00,19.8,-,
1615,Nov-1994,02,15.5,-,
1615,Nov-1994,17,22.9,-,
1615,Nov-1994,35,122.1,-,
1615,Nov-1994,66,58.5,-,
1615,Dec-1994,00,15.6,-,
1615,Dec-1994,02,18.5,-,
1615,Dec-1994,17,26.9,-,
1615,Dec-1994,35,161.9,-,
1615,Dec-1994,66,132.2,-,
1615,Jan-1995,00,52.8,-,
1615,Jan-1995,02,18.8,-,
1615,Jan-1995,17,23.3,-,
1615,Jan-1995,35,143.3,-,
1615,Jan-1995,66,131.0,-,
1615,Feb-1995,00,70.6,-,
1615,Feb-1995,02,20.0,-,
1615,Feb-1995,17,20.4,-,
1615,Feb-1995,35,113.7,-,
1615,Feb-1995,66,110.6,-,
1615,Mar-1995,00,157.6,-,
1615,Mar-1995,02,18.4,-,
1615,Mar-1995,17,15.3,-,
1615,Mar-1995,35,84.5,-,
1615,Mar-1995,66,98.4,-,
1615,Apr-1995,00,296.0,-,
1615,Apr-1995,02,17.4,-,
1615,Apr-1995,17,11.1,-,
1615,Apr-1995,35,49.9,-,
1615,Apr-1995,66,4.6,-,
1615,May-1995,00,141.6,-,
1615,May-1995,02,13.7,-,
1615,May-1995,17,8.5,-,
1615,May-1995,35,21.6,-,
1615,May-1995,66,8.8,-,
1615,Jun-1995,00,134.8,-,
1615,Jun-1995,02,10.5,-,
1615,Jun-1995,17,6.8,-,
1615,Jun-1995,35,8.0,-,
1615,Jun-1995,66,1.2,-,
1615,Jul-1995,00,183.8,-,
1615,Jul-1995,02,9.8,-,
1615,Jul-1995,17,5.6,-,
1615,Jul-1995,35,7.6,-,
1615,Jul-1995,66,0.4,-,
1615,Aug-1995,00,116.0,-,
1615,Aug-1995,02,9.9,-,
1615,Aug-1995,17,8.1,-,
1615,Aug-1995,35,21.9,-,
1615,Aug-1995,66,4.7,-,
1615,Sep-1995,00,57.2,-,
1615,Sep-1995,02,12.0,-,
1615,Sep-1995,17,11.0,-,
1615,Sep-1995,35,43.4,-,
1615,Sep-1995,66,14.3,-,
1615,Oct-1995,00,95.2,-,
1615,Oct-1995,02,13.9,-,
1615,Oct-1995,17,12.4,-,
1615,Oct-1995,35,61.4,-,
1615,Oct-1995,66,12.8,-,
1615,Nov-1995,00,204.0,-,
1615,Nov-1995,02,14.9,-,
1615,Nov-1995,17,16.4,-,
1615,Nov-1995,35,85.7,-,
1615,Nov-1995,66,14.8,-,
1615,Dec-1995,00,111.8,-,
1615,Dec-1995,02,19.1,-,
1615,Dec-1995,17,17.3,-,
1615,Dec-1995,35,108.4,-,
1615,Dec-1995,66,39.7,-,
1615,Jan-1996,00,36.8,-,
1615,Jan-1996,02,20.1,-,
1615,Jan-1996,17,18.4,-,
1615,Jan-1996,35,116.4,-,
1615,Jan-1996,66,81.0,-,
1615,Feb-1996,00,48.4,-,
1615,Feb-1996,02,20.3,-,
1615,Feb-1996,17,15.0,-,
1615,Feb-1996,35,85.7,-,
1615,Feb-1996,66,114.3,-,
1615,Mar-1996,00,122.0,-,
1615,Mar-1996,02,17.1,-,
1615,Mar-1996,17,13.2,-,
1615,Mar-1996,35,66.9,-,
1615,Mar-1996,66,84.3,-,
1615,Apr-1996,00,183.8,-,
1615,Apr-1996,02,16.5,-,
1615,Apr-1996,17,7.9,-,
1615,Apr-1996,35,33.4,-,
1615,Apr-1996,66,13.6,-,
1615,May-1996,00,92.0,-,
1615,May-1996,02,12.5,-,
1615,May-1996,17,7.7,-,
1615,May-1996,35,17.1,-,
1615,May-1996,66,5.6,-,
1615,Jun-1996,00,125.8,-,
1615,Jun-1996,02,9.9,-,
1615,Jun-1996,17,5.5,-,
1615,Jun-1996,35,5.1,-,
1615,Jun-1996,66,3.0,-,
1615,Jul-1996,00,196.2,-,
1615,Jul-1996,02,10.2,-,
1615,Jul-1996,17,5.6,-,
1615,Jul-1996,35,8.7,-,
1615,Jul-1996,66,1.5,-,
1615,Aug-1996,00,169.0,-,
1615,Aug-1996,02,10.3,-,
1615,Aug-1996,17,8.7,-,
1615,Aug-1996,35,24.2,-,
1615,Aug-1996,66,1.7,-,
1615,Sep-1996,00,128.8,-,
1615,Sep-1996,02,12.8,-,
1615,Sep-1996,17,13.6,-,
1615,Sep-1996,35,55.7,-,
1615,Sep-1996,66,9.9,-,
1615,Oct-1996,00,44.2,-,
1615,Oct-1996,02,14.1,-,
1615,Oct-1996,17,17.2,-,
1615,Oct-1996,35,86.0,-,
1615,Oct-1996,66,60.3,-,
1615,Nov-1996,00,38.4,-,
1615,Nov-1996,02,15.1,-,
1615,Nov-1996,17,21.1,-,
1615,Nov-1996,35,109.4,-,
1615,Nov-1996,66,110.2,-,
1615,Dec-1996,00,262.6,-,
1615,Dec-1996,02,16.8,-,
1615,Dec-1996,17,22.2,-,
1615,Dec-1996,35,130.2,-,
1615,Dec-1996,66,86.1,-,
1615,Jan-1997,00,35.8,-,
1615,Jan-1997,02,18.0,-,
1615,Jan-1997,17,24.3,-,
1615,Jan-1997,35,145.2,-,
1615,Jan-1997,66,67.1,-,
1615,Feb-1997,00,74.2,-,
1615,Feb-1997,02,19.4,-,
1615,Feb-1997,17,20.3,-,
1615,Feb-1997,35,111.0,-,
1615,Feb-1997,66,108.3,-,
1615,Mar-1997,00,138.2,-,
1615,Mar-1997,02,17.6,-,
1615,Mar-1997,17,15.3,-,
1615,Mar-1997,35,80.9,-,
1615,Mar-1997,66,49.7,-,
1615,Apr-1997,00,49.0,-,
1615,Apr-1997,02,14.6,-,
1615,Apr-1997,17,13.1,-,
1615,Apr-1997,35,48.8,-,
1615,Apr-1997,66,70.4,-,
1615,May-1997,02,13.8,-,
1615,May-1997,17,7.9,-,
1615,May-1997,35,21.0,-,
1615,Jun-1997,00,210.0,-,
1615,Jun-1997,02,10.1,-,
1615,Jun-1997,17,7.2,-,
1615,Jun-1997,35,7.5,-,
1615,Jul-1997,00,41.4,-,
1615,Jul-1997,02,9.4,-,
1615,Jul-1997,17,8.2,-,
1615,Jul-1997,35,11.2,-,
1615,Jul-1997,66,4.8,-,
1615,Aug-1997,00,57.0,-,
1615,Aug-1997,02,10.2,-,
1615,Aug-1997,17,9.9,-,
1615,Aug-1997,35,26.7,-,
1615,Aug-1997,66,10.5,-,
1615,Sep-1997,00,163.6,-,
1615,Sep-1997,02,11.8,-,
1615,Sep-1997,17,12.1,-,
1615,Sep-1997,35,46.6,-,
1615,Sep-1997,66,6.1,-,
1615,Oct-1997,00,81.8,-,
1615,Oct-1997,02,13.9,-,
1615,Oct-1997,17,18.1,-,
1615,Oct-1997,35,88.4,-,
1615,Oct-1997,66,14.9,-,
1615,Nov-1997,00,23.6,-,
1615,Nov-1997,02,16.5,-,
1615,Nov-1997,17,20.0,-,
1615,Nov-1997,35,108.1,-,
1615,Nov-1997,66,89.3,-,
1615,Dec-1997,00,35.8,-,
1615,Dec-1997,02,18.0,-,
1615,Dec-1997,17,22.9,-,
1615,Dec-1997,35,137.7,-,
1615,Dec-1997,66,127.9,-,
1615,Jan-1998,00,46.8,-,
1615,Jan-1998,02,19.6,-,
1615,Jan-1998,17,23.8,-,
1615,Jan-1998,35,147.5,-,
1615,Jan-1998,66,133.8,-,
1615,Feb-1998,00,70.6,-,
1615,Feb-1998,02,21.4,-,
1615,Feb-1998,17,19.7,-,
1615,Feb-1998,35,114.7,-,
1615,Feb-1998,66,122.5,-,
1615,Mar-1998,00,114.2,-,
1615,Mar-1998,02,19.7,-,
1615,Mar-1998,17,16.3,-,
1615,Mar-1998,35,93.8,-,
1615,Mar-1998,66,69.3,-,
1615,Apr-1998,00,49.4,-,
1615,Apr-1998,02,16.7,-,
1615,Apr-1998,17,11.1,-,
1615,Apr-1998,35,46.9,-,
1615,Apr-1998,66,78.2,-,
1615,May-1998,00,101.0,-,
1615,May-1998,02,13.5,-,
1615,May-1998,17,8.0,-,
1615,May-1998,35,20.6,-,
1615,May-1998,66,54.1,-,
1615,Jun-1998,00,111.4,-,
1615,Jun-1998,02,11.9,-,
1615,Jun-1998,17,5.7,-,
1615,Jun-1998,35,7.8,-,
1615,Jun-1998,66,6.8,-,
1615,Jul-1998,00,314.8,-,
1615,Jul-1998,02,12.2,-,
1615,Jul-1998,17,5.8,-,
1615,Jul-1998,35,11.0,-,
1615,Jul-1998,66,1.0,-,
1615,Aug-1998,00,93.0,-,
1615,Aug-1998,02,10.9,-,
1615,Aug-1998,17,9.8,-,
1615,Aug-1998,35,28.3,-,
1615,Aug-1998,66,3.7,-,
1615,Sep-1998,00,54.6,-,
1615,Sep-1998,02,12.4,-,
1615,Sep-1998,17,13.8,-,
1615,Sep-1998,35,55.6,-,
1615,Sep-1998,66,16.5,-,
1615,Oct-1998,00,85.6,-,
1615,Oct-1998,02,15.3,-,
1615,Oct-1998,17,16.6,-,
1615,Oct-1998,35,85.8,-,
1615,Oct-1998,66,34.9,-,
1615,Nov-1998,00,86.6,-,
1615,Nov-1998,02,16.6,-,
1615,Nov-1998,17,21.2,-,
1615,Nov-1998,35,115.1,-,
1615,Nov-1998,66,75.3,-,
1615,Dec-1998,00,131.0,-,
1615,Dec-1998,02,18.3,-,
1615,Dec-1998,17,23.1,-,
1615,Dec-1998,35,141.2,-,
1615,Dec-1998,66,52.5,-,
1615,Jan-1999,00,119.4,-,
1615,Jan-1999,02,21.4,-,
1615,Jan-1999,17,22.7,-,
1615,Jan-1999,35,149.3,-,
1615,Jan-1999,66,100.8,-,
1615,Feb-1999,00,11.4,-,
1615,Feb-1999,02,19.8,-,
1615,Feb-1999,17,21.9,-,
1615,Feb-1999,35,116.0,-,
1615,Feb-1999,66,121.9,-,
1615,Mar-1999,00,72.4,-,
1615,Mar-1999,02,19.8,-,
1615,Mar-1999,17,16.0,-,
1615,Mar-1999,35,91.3,-,
1615,Mar-1999,66,110.6,-,
1615,Apr-1999,00,103.4,-,
1615,Apr-1999,02,16.2,-,
1615,Apr-1999,17,10.9,-,
1615,Apr-1999,35,43.8,-,
1615,Apr-1999,66,97.7,-,
1615,May-1999,00,32.2,-,
1615,May-1999,02,13.8,-,
1615,May-1999,17,8.4,-,
1615,May-1999,35,22.3,-,
1615,May-1999,66,53.4,-,
1615,Jun-1999,00,99.0,-,
1615,Jun-1999,02,11.0,-,
1615,Jun-1999,17,7.3,-,
1615,Jun-1999,35,8.6,-,
1615,Jun-1999,66,14.2,-,
1615,Jul-1999,00,136.8,-,
1615,Jul-1999,02,10.3,-,
1615,Jul-1999,17,7.5,-,
1615,Jul-1999,35,11.9,-,
1615,Jul-1999,66,3.0,-,
1615,Aug-1999,00,88.8,-,
1615,Aug-1999,02,10.3,-,
1615,Aug-1999,17,10.5,-,
1615,Aug-1999,35,29.2,-,
1615,Aug-1999,66,4.9,-,
1615,Sep-1999,00,63.6,-,
1615,Sep-1999,02,12.5,-,
1615,Sep-1999,17,15.4,-,
1615,Sep-1999,35,61.9,-,
1615,Sep-1999,66,12.1,-,
1615,Oct-1999,00,46.6,-,
1615,Oct-1999,02,14.6,-,
1615,Oct-1999,17,17.8,-,
1615,Oct-1999,35,90.4,-,
1615,Oct-1999,66,50.4,-,
1615,Nov-1999,00,160.2,-,
1615,Nov-1999,02,16.3,-,
1615,Nov-1999,17,19.5,-,
1615,Nov-1999,35,108.2,-,
1615,Nov-1999,66,29.3,-,
1615,Dec-1999,00,68.8,-,
1615,Dec-1999,02,17.6,-,
1615,Dec-1999,17,23.6,-,
1615,Dec-1999,35,139.5,-,
1615,Dec-1999,66,90.1,-,
1615,Jan-2000,00,69.2,-,
1615,Jan-2000,02,18.9,-,
1615,Jan-2000,17,21.9,-,
1615,Jan-2000,35,135.9,-,
1615,Jan-2000,66,104.4,-,
1615,Feb-2000,00,11.6,-,
1615,Feb-2000,02,20.1,-,
1615,Feb-2000,17,22.4,-,
1615,Feb-2000,35,126.2,-,
1615,Feb-2000,66,130.9,-,
1615,Mar-2000,00,68.6,-,
1615,Mar-2000,02,18.5,-,
1615,Mar-2000,17,17.3,-,
1615,Mar-2000,35,91.5,-,
1615,Mar-2000,66,112.7,-,
1615,Apr-2000,00,311.2,-,
1615,Apr-2000,02,16.5,-,
1615,Apr-2000,17,10.8,-,
1615,Apr-2000,35,44.6,-,
1615,Apr-2000,66,33.1,-,
1615,May-2000,00,87.0,-,
1615,May-2000,02,14.0,-,
1615,May-2000,17,8.2,-,
1615,May-2000,35,21.4,-,
1615,May-2000,66,10.0,-,
1615,Jun-2000,00,79.2,-,
1615,Jun-2000,02,11.5,-,
1615,Jun-2000,17,6.4,-,
1615,Jun-2000,35,7.8,-,
1615,Jun-2000,66,5.2,-,
1615,Jul-2000,00,67.9,-,
1615,Jul-2000,02,12.5,-,
1615,Jul-2000,17,6.5,-,
1615,Jul-2000,35,11.1,-,
1615,Jul-2000,66,6.6,-,
1615,Aug-2000,00,190.4,-,
1615,Aug-2000,02,10.5,-,
1615,Aug-2000,17,10.5,-,
1615,Aug-2000,35,29.5,-,
1615,Aug-2000,66,3.3,-,
1615,Sep-2000,00,75.6,-,
1615,Sep-2000,02,12.5,-,
1615,Sep-2000,17,13.9,-,
1615,Sep-2000,35,55.3,-,
1615,Sep-2000,66,13.1,-,
1615,Oct-2000,00,64.0,-,
